YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2007,48620,"Wichita, KS",20-24,4,,,,,,,,AA,6,789,92141.5,303.54818398,0.3847252015,92141.5,499.33676265,,
2007,48620,"Wichita, KS",20-24,5,,,,,,,,BA+,15,1877,343003.85,585.66530544,0.3120220061,343003.85,963.41942745,,
2007,48620,"Wichita, KS",25-54,0,,,,,,,,InSch,117,13668,2431757.1,1559.4092151,0.1140919824,2431757.1,2565.2281588,,
2007,48620,"Wichita, KS",25-54,1,6,1089,224468.1,473.78064545,0.4350602805,224468.1,779.36916176,LTHS,114,18125,5953647.45,2440.0097233,0.1346212261,5953647.45,4013.8159949,0.0600827586,0.0408893325
2007,48620,"Wichita, KS",25-54,2,24,4711,1225395.9,1106.976016,0.2349768661,1225395.9,1820.9755463,HS,443,57421,11068692.3,3326.9644272,0.0579398552,11068692.3,5472.8564828,0.0820431549,0.0307335247
2007,48620,"Wichita, KS",25-54,3,16,1612,205221.9,453.01423819,0.2810262023,205221.9,745.20842182,SC,335,39385,5071089.1,2251.90788,0.0571767901,5071089.1,3704.3884626,0.0409292878,0.0185253658
2007,48620,"Wichita, KS",25-54,4,5,1005,202495.15,449.99461108,0.4477558319,202495.15,740.24113522,AA,158,18123,2826061.1,1681.08926,0.0927599879,2826061.1,2765.3918327,0.055454395,0.0399592854
2007,48620,"Wichita, KS",25-54,5,12,1632,271742.9,521.28965077,0.3194176782,271742.9,857.52147552,BA+,498,51620,6628050.4,2574.5000291,0.0498740804,6628050.4,4235.0525479,0.0316156528,0.0164084431
2007,49180,"Winston-Salem, NC",16-19,0,28,2302,313196.9,559.63997355,0.2431103273,313196.9,920.6077565,InSch,108,9954,1068040.65,1033.4605217,0.1038236409,1068040.65,1700.0425583,0.2312638135,0.0836280173
2007,49180,"Winston-Salem, NC",16-19,1,,,,,,,,LTHS,8,935,107678.1,328.14341377,0.3509555227,107678.1,539.79591565,,
2007,49180,"Winston-Salem, NC",16-19,2,5,852,238073.3,487.9275561,0.572684925,238073.3,802.64082978,HS,20,2106,381736.45,617.84824188,0.2933752336,381736.45,1016.3603579,0.4045584046,0.3273136844
2007,49180,"Winston-Salem, NC",20-24,0,,,,,,,,InSch,69,7807,736439.3,858.16041624,0.1099219183,736439.3,1411.6738847,,
2007,49180,"Winston-Salem, NC",20-24,1,8,1124,210686.75,459.00626357,0.4083685619,210686.75,755.06530358,LTHS,33,3691,539796,734.7081053,0.1990539435,539796,1208.5948332,0.3045245191,0.1786213584
2007,49180,"Winston-Salem, NC",20-24,2,7,1449,313725.45,560.11199773,0.3865507231,313725.45,921.38423626,HS,68,9128,1335589.8,1155.6772041,0.1266079321,1335589.8,1901.0890007,0.1587423313,0.0953725455
2007,49180,"Winston-Salem, NC",20-24,3,9,1125,164823.55,405.9846672,0.3608752597,164823.55,667.84477754,SC,44,5377,1040398.95,1019.9994853,0.1896967613,1040398.95,1677.8991533,0.2092244746,0.1056598679
2007,49180,"Winston-Salem, NC",20-24,4,,,,,,,,AA,7,683,97795.05,312.72200114,0.4578653018,97795.05,514.42769188,,
2007,49180,"Winston-Salem, NC",20-24,5,,,,,,,,BA+,26,2116,225048.8,474.39308595,0.2241933298,225048.8,780.37662639,,
2007,49180,"Winston-Salem, NC",25-54,0,7,699,96394.55,310.47471717,0.4441698386,96394.55,510.73090974,InSch,144,14025,1380304.95,1174.8638006,0.0837692549,1380304.95,1932.650952,0.0498395722,0.0357622522
2007,49180,"Winston-Salem, NC",25-54,1,18,2575,563806.6,750.87056142,0.291600218,563806.6,1235.1820735,LTHS,192,25227,2941403.35,1715.0519963,0.0679847781,2941403.35,2821.2605339,0.1020731756,0.0476134009
2007,49180,"Winston-Salem, NC",25-54,2,34,3781,422211.8,649.77826987,0.1718535493,422211.8,1068.8852539,HS,615,68343,8791848,2965.1050572,0.0433856438,8791848,4877.597819,0.055323881,0.015133401
2007,49180,"Winston-Salem, NC",25-54,3,20,1872,181569.05,426.10919962,0.2276224357,181569.05,700.94963337,SC,393,38486,5181069.55,2276.1962899,0.0591434883,5181069.55,3744.3428968,0.0486410643,0.0175875588
2007,49180,"Winston-Salem, NC",25-54,4,5,795,158084.9,397.59891851,0.5001244258,158084.9,654.05022095,AA,202,19375,2187029.75,1478.8609637,0.0763283078,2187029.75,2432.7262853,0.0410322581,0.0333619678
2007,49180,"Winston-Salem, NC",25-54,5,7,476,42103.55,205.19149593,0.4310745713,42103.55,337.5400108,BA+,635,55564,5991624.7,2447.7795448,0.0440533357,5991624.7,4026.5973512,0.0085666979,0.006042992
2007,49340,"Worcester, MA-CT",16-19,0,43,3687,365886.45,604.88548503,0.164058987,365886.45,995.03662287,InSch,224,20535,2393766.25,1547.1800962,0.0753435645,2393766.25,2545.1112582,0.1795471147,0.0430435698
2007,49340,"Worcester, MA-CT",16-19,1,7,747,89906.95,299.84487656,0.4013987638,89906.95,493.24482194,LTHS,17,1648,167662.75,409.46642109,0.2484626342,167662.75,673.57226269,0.453276699,0.2350686508
2007,49340,"Worcester, MA-CT",16-19,2,5,630,73748.5,271.56675054,0.4310583342,73748.5,446.72730464,HS,23,2888,470006.7,685.5703465,0.2373858541,470006.7,1127.76322,0.2181440443,0.1291147313
2007,49340,"Worcester, MA-CT",20-24,0,10,1024,138242.25,371.80942699,0.3630951435,138242.25,611.6265074,InSch,131,16731,2813674.85,1677.4012191,0.1002570808,2813674.85,2759.3250055,0.0612037535,0.0351353039
2007,49340,"Worcester, MA-CT",20-24,1,5,625,94998.45,308.21818571,0.4931490971,94998.45,507.01891549,LTHS,17,2551,425100.05,651.99697085,0.2555848573,425100.05,1072.5350171,0.24500196,0.1699768431
2007,49340,"Worcester, MA-CT",20-24,2,8,941,142156.4,377.03633777,0.4006762357,142156.4,620.22477563,HS,81,10384,1377487.6,1173.6641768,0.1130262112,1377487.6,1930.6775709,0.0906201849,0.0573031995
2007,49340,"Worcester, MA-CT",20-24,3,,,,,,,,SC,44,5869,869301.95,932.36363614,0.1588624359,869301.95,1533.7381815,,
2007,49340,"Worcester, MA-CT",20-24,4,,,,,,,,AA,6,718,91827,303.02970151,0.422046938,91827,498.48385899,,
2007,49340,"Worcester, MA-CT",20-24,5,,,,,,,,BA+,39,4406,689955.1,830.63535923,0.1885236857,689955.1,1366.3951659,,
2007,49340,"Worcester, MA-CT",25-54,0,6,701,96889.3,311.27046117,0.4440377478,96889.3,512.03990863,InSch,166,17317,2084596.45,1443.8131631,0.0833754786,2084596.45,2375.0726533,0.0404804527,0.0290427092
2007,49340,"Worcester, MA-CT",25-54,1,23,2885,517173.3,719.14762045,0.2492712723,517173.3,1182.9978356,LTHS,146,17101,2768652.45,1663.9268163,0.0972999717,2768652.45,2737.1596128,0.1687035846,0.0636894158
2007,49340,"Worcester, MA-CT",25-54,2,51,6041,876399.4,936.16205862,0.1549680614,876399.4,1539.9865864,HS,824,90180,16292774,4036.4308492,0.0447597122,16292774,6639.9287469,0.0669882457,0.0163489922
2007,49340,"Worcester, MA-CT",25-54,3,28,3154,517765.4,719.5591706,0.2281417789,517765.4,1183.6748356,SC,511,50958,6243686.9,2498.737061,0.0490352263,6243686.9,4110.4224653,0.0618941089,0.0226855625
2007,49340,"Worcester, MA-CT",25-54,4,10,1052,152111,390.01410231,0.3707358387,152111,641.5731983,AA,260,24312,3459794.55,1860.0522977,0.0765075805,3459794.55,3059.7860296,0.0432708128,0.0258211229
2007,49340,"Worcester, MA-CT",25-54,5,22,2235,247313.2,497.30594205,0.2225082515,247313.2,818.06827468,BA+,960,91235,9623776.1,3102.2211559,0.0340025336,9623776.1,5103.1538014,0.0244971776,0.0088612917
2007,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,0,23,2236,234161.1,483.90195288,0.2164141113,234161.1,796.01871249,InSch,117,10412,1195903.8,1093.5738658,0.1050301446,1195903.8,1798.9290093,0.214752209,0.0668448137
2007,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,1,,,,,,,,LTHS,11,853,113255.25,336.5341736,0.394530098,113255.25,553.59871557,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,2,,,,,,,,HS,20,1699,194263.75,440.75361598,0.2594194326,194263.75,725.03969829,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,0,11,1136,126781.95,356.06453067,0.3134370869,126781.95,585.72615295,InSch,99,10001,1436577.3,1198.5730266,0.1198453181,1436577.3,1971.6526287,0.1135886411,0.0541165095
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,1,5,461,48326.2,219.83220874,0.476859455,48326.2,361.62398338,LTHS,22,2602,463667.95,680.93167792,0.261695495,463667.95,1120.1326102,0.1771714066,0.1161811595
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,2,18,2028,182288.8,426.95292481,0.2105290556,182288.8,702.33756131,HS,69,8035,1343709.2,1159.1847135,0.1442669214,1343709.2,1906.8588537,0.2523957685,0.063660497
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,3,,,,,,,,SC,29,3430,467309.5,683.60039497,0.1993004067,467309.5,1124.5226497,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,4,,,,,,,,AA,7,1445,463331.1,680.68428805,0.471061791,463331.1,1119.7256538,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,5,,,,,,,,BA+,25,2367,316339.95,562.44106358,0.2376176863,316339.95,925.21554959,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,0,5,498,55689.1,235.9853809,0.4738662267,55689.1,388.19595159,InSch,81,9743,1756917.15,1325.4875141,0.1360451108,1756917.15,2180.4269607,0.05111362,0.0381662325
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,1,14,1863,273045.05,522.53712787,0.2804815501,273045.05,859.57357534,LTHS,108,9968,1092786.85,1045.364458,0.1048720363,1092786.85,1719.6245334,0.1868980738,0.0799787203
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,2,54,4854,595016.1,771.37286704,0.1589148881,595016.1,1268.9083663,HS,748,71435,6775986.9,2603.0725883,0.0364397367,6775986.9,4282.0544078,0.0679498845,0.0172898198
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,3,17,1393,125565.35,354.35201425,0.254380484,125565.35,582.90906343,SC,365,35891,4958590.8,2226.7893479,0.0620431124,4958590.8,3663.0684773,0.0388119584,0.0157506227
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,4,,,,,,,,AA,136,12982,1660170.1,1288.4758826,0.0992509538,1660170.1,2119.5428269,,
2007,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,5,12,1024,127320.45,356.81991256,0.3484569459,127320.45,586.96875616,BA+,400,38417,5589927.2,2364.3026879,0.0615431368,5589927.2,3889.2779216,0.0266548663,0.0150386935
2008,0,_US total,16-19,0,10780,1136464,158947737.65,12607.447706,0.0110935742,158947737.65,20739.251476,InSch,56991,5835248,653910639.95,25571.676518,0.0043822776,653910639.95,42065.407872,0.1947584747,0.003265072
2008,0,_US total,16-19,1,1663,201203,44022211,6634.9235866,0.0329762657,44022211,10914.4493,LTHS,4913,599373,129219945.8,11367.495142,0.0189656443,129219945.8,18699.529508,0.3356891285,0.0148967262
2008,0,_US total,16-19,2,2075,240727,28365191.6,5325.8981965,0.0221242245,28365191.6,8761.1025333,HS,9322,1072344,198037542.4,14072.581227,0.0131231967,198037542.4,23149.396119,0.2244867319,0.0065775825
2008,0,_US total,16-19,3,261,30065,6332385.55,2516.4231659,0.0836994234,6332385.55,4139.5161079,SC,1790,213121,44350425.5,6659.6115127,0.0312480305,44350425.5,10955.060938,0.1410700963,0.0180189324
2008,0,_US total,16-19,4,15,2495,595937.35,771.96978568,0.3094067277,595937.35,1269.8902974,AA,92,10510,1913660.6,1383.3512208,0.1316223807,1913660.6,2275.6127582,0.2373929591,0.1093488258
2008,0,_US total,16-19,5,,,,,,,,BA+,23,2273,333870.75,577.81549823,0.2542083142,333870.75,950.5064946,,
2008,0,_US total,20-24,0,4233,519660,102320286.85,10115.349072,0.0194653217,102320286.85,16639.749224,InSch,46395,5628059,1028267268.6,32066.606752,0.0056976316,1028267268.6,52749.568107,0.0923337868,0.0028270787
2008,0,_US total,20-24,1,2432,333293,60163911.15,7756.5398955,0.0232724357,60163911.15,12759.508128,LTHS,11740,1588875,325707352.2,18047.364134,0.0113585802,325707352.2,29687.914001,0.2097666588,0.007009082
2008,0,_US total,20-24,2,4377,568100,88728278.4,9419.5689073,0.0165808289,88728278.4,15495.190853,HS,30737,4004074,699798656.45,26453.707802,0.006606698,699798656.45,43516.349334,0.1418804947,0.0035493869
2008,0,_US total,20-24,3,1862,238078,43724080.25,6612.4186384,0.0277741691,43724080.25,10877.42866,SC,19244,2445398,392009237.05,19799.223143,0.0080965238,392009237.05,32569.72207,0.0973575672,0.0042549265
2008,0,_US total,20-24,4,255,31582,5996823.15,2448.8411851,0.0775391421,5996823.15,4028.3437495,AA,4523,533899,118430710.3,10882.587482,0.0203832326,118430710.3,17901.856408,0.0591535103,0.0072797751
2008,0,_US total,20-24,5,664,76291,12678300.6,3560.6601354,0.0466720863,12678300.6,5857.2859228,BA+,13148,1483425,208524468.05,14440.376313,0.0097344836,208524468.05,23754.419034,0.0514289566,0.0038616492
2008,0,_US total,25-54,0,3794,438016,85013862.9,9220.296248,0.0210501357,85013862.9,15167.387328,InSch,63943,6843106,1460712651.7,38219.270684,0.0055850765,1460712651.7,62870.700276,0.0640083611,0.0021370097
2008,0,_US total,25-54,1,8753,1113536,203644005.75,14270.389124,0.0128153819,203644005.75,23474.790109,LTHS,85672,10866663,1940528913,44051.434857,0.0040538144,1940528913,72464.61034,0.1024726726,0.0020493308
2008,0,_US total,25-54,2,15188,1811241,334947203.45,18301.562869,0.0101044327,334947203.45,30106.07092,HS,246204,26976667,5231475940.7,72328.942621,0.0026811668,5231475940.7,118981.11061,0.0671410223,0.0010759991
2008,0,_US total,25-54,3,9485,1072616,210919219.4,14523.058197,0.0135398486,210919219.4,23890.430734,SC,201744,21307888,3250431221.1,57012.553188,0.0026756548,3250431221.1,93785.649995,0.0503389167,0.0010990912
2008,0,_US total,25-54,4,2719,298542,40175916.6,6338.4474913,0.0212313426,40175916.6,10426.746123,AA,83332,8454375,1019460307.9,31928.98852,0.0037766232,1019460307.9,52523.186115,0.0353121313,0.0012136276
2008,0,_US total,25-54,5,7082,745739,102325937.3,10115.628369,0.0135645693,102325937.3,16640.208667,BA+,307477,30462456,6530534568.5,80811.722964,0.0026528302,6530534568.5,132935.28428,0.0244805934,0.0005357047
2008,10420,"Akron, OH",16-19,0,27,2625,273569,523.03823952,0.1992526627,273569,860.39790401,InSch,134,15623,2520701.95,1587.6718647,0.1016240072,2520701.95,2611.7202175,0.1680215068,0.0473711239
2008,10420,"Akron, OH",16-19,2,,,,,,,,HS,23,2915,423380.05,650.67660938,0.2232166756,423380.05,1070.3630224,,
2008,10420,"Akron, OH",20-24,0,9,1523,369563.65,607.91746973,0.3991578921,369563.65,1000.0242377,InSch,120,16018,3605020,1898.6890214,0.1185347123,3605020,3123.3434402,0.0950805344,0.0596149615
2008,10420,"Akron, OH",20-24,1,8,1721,233379.35,483.09352097,0.2807051255,233379.35,794.68884199,LTHS,16,2669,374848.45,612.24868313,0.2293925377,374848.45,1007.1490838,0.6448107906,0.1716077213
2008,10420,"Akron, OH",20-24,2,13,1890,331921.7,576.12646181,0.3048288158,331921.7,947.72802968,HS,85,12213,1904684.55,1380.103094,0.1130027916,1904684.55,2270.2695896,0.1547531319,0.0720708687
2008,10420,"Akron, OH",20-24,3,5,712,127473.35,357.03410201,0.5014523905,127473.35,587.32109781,SC,46,6303,977613.6,988.74344498,0.1568687046,977613.6,1626.482967,0.1129620815,0.0885043936
2008,10420,"Akron, OH",20-24,4,,,,,,,,AA,8,1077,175959.75,419.47556544,0.3894852047,175959.75,690.03730515,,
2008,10420,"Akron, OH",20-24,5,,,,,,,,BA+,33,3407,353987.2,594.96823445,0.1746311225,353987.2,978.72274566,,
2008,10420,"Akron, OH",25-54,0,10,2004,530237.2,728.17388033,0.3633602197,530237.2,1197.8460331,InSch,141,17981,3616620.95,1901.7415571,0.1057639485,3616620.95,3128.3648614,0.111450976,0.0637328689
2008,10420,"Akron, OH",25-54,1,15,1533,201182.9,448.53416815,0.2925858892,201182.9,737.83870661,LTHS,119,13638,2337310,1528.8263472,0.1121004801,2337310,2514.9193412,0.1124065112,0.0499732631
2008,10420,"Akron, OH",25-54,2,52,6395,812453.85,901.36221909,0.1409479623,812453.85,1482.7408504,HS,668,75388,12461234.9,3530.0474359,0.0468250575,12461234.9,5806.9280321,0.0848278241,0.0185510496
2008,10420,"Akron, OH",25-54,3,19,2095,230310.2,479.90644922,0.2290722908,230310.2,789.44610896,SC,435,45760,6412908.55,2532.3721192,0.0553402998,6412908.55,4165.7521361,0.0457823427,0.0167408776
2008,10420,"Akron, OH",25-54,4,11,1276,164436,405.50708995,0.317795525,164436,667.05916297,AA,200,24700,4713124.45,2170.9731574,0.0878936501,4713124.45,3571.2508439,0.051659919,0.0259530014
2008,10420,"Akron, OH",25-54,5,12,1172,131369.25,362.44896192,0.3092567935,131369.25,596.22854237,BA+,710,72488,6971407.05,2640.3422221,0.0364245423,6971407.05,4343.3629554,0.0161681934,0.0081679527
2008,10580,"Albany-Schenectady-Troy, NY",16-19,0,34,3631,408361.95,639.03204145,0.1759934017,408361.95,1051.2077082,InSch,186,19602,2665571.25,1632.6577259,0.0832903646,2665571.25,2685.7219591,0.1852362004,0.0472417972
2008,10580,"Albany-Schenectady-Troy, NY",16-19,1,5,1191,412905.65,642.57734943,0.5395275814,412905.65,1057.0397398,LTHS,11,2249,683594,826.79743589,0.3676289177,683594,1360.081782,0.5295686972,0.344005643
2008,10580,"Albany-Schenectady-Troy, NY",16-19,2,,,,,,,,HS,22,2629,374119.6,611.6531697,0.2326562076,374119.6,1006.1694642,,
2008,10580,"Albany-Schenectady-Troy, NY",20-24,0,14,2397,561373.65,749.24872372,0.3125776903,561373.65,1232.5141505,InSch,153,18902,3528920.05,1878.5420011,0.0993832399,3528920.05,3090.2015919,0.1268119776,0.0618218704
2008,10580,"Albany-Schenectady-Troy, NY",20-24,1,7,779,154049.4,392.49127379,0.5038398893,154049.4,645.64814538,LTHS,22,2611,525820,725.13447029,0.2777228917,525820,1192.8462036,0.2983531214,0.2063217573
2008,10580,"Albany-Schenectady-Troy, NY",20-24,2,9,943,118224.9,343.83847952,0.3646219295,118224.9,565.61429881,HS,69,10030,1457227.35,1207.1567214,0.1203546083,1457227.35,1985.7728067,0.0940179462,0.0532316234
2008,10580,"Albany-Schenectady-Troy, NY",20-24,3,5,825,211371.75,459.75183523,0.5572749518,211371.75,756.29176896,SC,56,8446,1570085.5,1253.0305264,0.1483578648,1570085.5,2061.2352159,0.0976793749,0.0863129158
2008,10580,"Albany-Schenectady-Troy, NY",20-24,4,,,,,,,,AA,26,3173,826534.7,909.13953824,0.286523649,826534.7,1495.5345404,,
2008,10580,"Albany-Schenectady-Troy, NY",20-24,5,,,,,,,,BA+,29,3928,771552.1,878.38038457,0.2236202608,771552.1,1444.9357326,,
2008,10580,"Albany-Schenectady-Troy, NY",25-54,0,6,781,116917.65,341.93223013,0.4378133548,116917.65,562.47851856,InSch,156,18045,2922473.55,1709.5243637,0.0947367339,2922473.55,2812.1675782,0.0432806872,0.0304323747
2008,10580,"Albany-Schenectady-Troy, NY",25-54,1,14,1573,289641.6,538.18361179,0.3421383419,289641.6,885.3120414,LTHS,141,15767,3548871.55,1883.8448848,0.1194802362,3548871.55,3098.9248355,0.0997653327,0.0526146216
2008,10580,"Albany-Schenectady-Troy, NY",25-54,2,27,3100,440984.8,664.0668641,0.2142151175,440984.8,1092.3899914,HS,689,69900,11973640.55,3460.2948646,0.0495035031,11973640.55,5692.1850523,0.0443490701,0.0152048777
2008,10580,"Albany-Schenectady-Troy, NY",25-54,3,15,1608,237267.15,487.1007596,0.302923358,237267.15,801.28074954,SC,487,49568,6089916.4,2467.7755976,0.0497856601,6089916.4,4059.490858,0.0324402841,0.0159454671
2008,10580,"Albany-Schenectady-Troy, NY",25-54,4,8,1238,282397.05,531.4104346,0.4292491394,282397.05,874.17016491,AA,402,41694,7834446.95,2799.0082083,0.0671321583,7834446.95,4604.3685026,0.0296925217,0.0207083328
2008,10580,"Albany-Schenectady-Troy, NY",25-54,5,19,1792,216361.05,465.14626732,0.2595682295,216361.05,765.16560974,BA+,1077,101996,9040907.15,3006.8101287,0.0294796867,9040907.15,4946.2026617,0.0175693164,0.0074533787
2008,10740,"Albuquerque, NM",16-19,0,22,2499,379478,616.01785688,0.2465057451,379478,1013.3493746,InSch,148,16785,2508604.2,1583.8573799,0.0943614763,2508604.2,2605.44539,0.1488829312,0.055773928
2008,10740,"Albuquerque, NM",16-19,1,5,483,31285.5,176.87707596,0.3662051262,31285.5,290.96278995,LTHS,16,2069,327579.1,572.34526293,0.2766289333,327579.1,941.50795752,0.2334461092,0.0921506244
2008,10740,"Albuquerque, NM",16-19,2,,,,,,,,HS,15,2322,635970.65,797.47767994,0.3434443066,635970.65,1311.8507835,,
2008,10740,"Albuquerque, NM",16-19,3,,,,,,,,SC,5,1057,200734.6,448.03415048,0.4238733685,200734.6,737.01617755,,
2008,10740,"Albuquerque, NM",20-24,0,9,1231,182149.05,426.7892337,0.3467012459,182149.05,702.06828943,InSch,123,14937,2557104.55,1599.0949159,0.1070559628,2557104.55,2630.5111366,0.0824128004,0.0447050707
2008,10740,"Albuquerque, NM",20-24,1,5,636,136506.45,369.46779291,0.5809242027,136506.45,607.77451934,LTHS,33,4310,1282171.05,1132.329921,0.2627215594,1282171.05,1862.6827201,0.1475638051,0.1257701862
2008,10740,"Albuquerque, NM",20-24,2,8,572,48371.1,219.93430837,0.3845005391,48371.1,361.79193728,HS,74,9841,2095242.75,1447.4953368,0.1470882366,2095242.75,2381.129829,0.0581241744,0.0339673926
2008,10740,"Albuquerque, NM",20-24,3,5,701,118434.5,344.14313882,0.4909317244,118434.5,566.11546337,SC,57,7550,1608662.55,1268.3306154,0.16799081,1608662.55,2086.4038624,0.0928476821,0.070455627
2008,10740,"Albuquerque, NM",20-24,4,,,,,,,,AA,9,1261,232254.95,481.92836605,0.3821795131,232254.95,792.77216215,,
2008,10740,"Albuquerque, NM",20-24,5,,,,,,,,BA+,9,1070,168276.85,410.21561404,0.3833790785,168276.85,674.80468509,,
2008,10740,"Albuquerque, NM",25-54,0,6,921,132700.55,364.28086691,0.3955275428,132700.55,599.24202607,InSch,188,24665,5260579.15,2293.5952455,0.0929898741,5260579.15,3772.9641788,0.0373403608,0.0236142505
2008,10740,"Albuquerque, NM",25-54,1,21,1930,258150,508.08463862,0.2632562894,258150,835.79923053,LTHS,205,27156,4639727.6,2154.0026927,0.0793195866,4639727.6,3543.3344294,0.0710708499,0.0293474248
2008,10740,"Albuquerque, NM",25-54,2,31,3224,444740.3,666.88852142,0.2068512784,444740.3,1097.0316177,HS,581,68560,9824505.7,3134.4067541,0.0457177181,9824505.7,5156.0991105,0.0470245041,0.0156053368
2008,10740,"Albuquerque, NM",25-54,3,24,2781,304712.95,552.00810682,0.198492667,304712.95,908.05333573,SC,604,68664,11571086.7,3401.6300063,0.049540225,11571086.7,5595.6813604,0.0405015729,0.012806081
2008,10740,"Albuquerque, NM",25-54,4,10,849,103639,321.93011664,0.3791874165,103639,529.57504187,AA,176,19614,3743929.7,1934.9236936,0.0986501322,3743929.7,3182.9494759,0.0432854084,0.0260701093
2008,10740,"Albuquerque, NM",25-54,5,22,2376,345035.75,587.39743786,0.2472211439,345035.75,966.26878527,BA+,742,74497,8143162.1,2853.6226275,0.0383052019,8143162.1,4694.2092222,0.0318939018,0.0128139327
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,0,34,3742,835757.9,914.19795449,0.2443073101,835757.9,1503.8556351,InSch,153,15170,2212350.5,1487.3972233,0.0980485975,2212350.5,2446.7684324,0.2466710613,0.0907995908
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,1,,,,,,,,LTHS,10,1419,218702.25,467.65612366,0.3295673881,218702.25,769.29432343,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,2,,,,,,,,HS,14,2199,396587.55,629.75197499,0.2863810709,396587.55,1035.9419989,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,3,,,,,,,,SC,8,854,87209.1,295.31186905,0.3457984415,87209.1,485.78802458,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,0,10,1094,138715.15,372.44482813,0.3404431701,138715.15,612.67174227,InSch,105,11932,1641965.7,1281.3920946,0.1073912248,1641965.7,2107.8899956,0.0916862219,0.0487253614
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,1,,,,,,,,LTHS,18,3157,564292.75,751.1942159,0.2379455863,564292.75,1235.7144852,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,2,13,1930,636543,797.83644941,0.4133867614,636543,1312.4409593,HS,70,10706,2888243.7,1699.4833627,0.158741207,2888243.7,2795.6501316,0.1802727443,0.1131906649
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,3,,,,,,,,SC,51,6357,1669449.35,1292.0717279,0.2032518056,1669449.35,2125.4579924,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,4,,,,,,,,AA,20,3895,1011551.95,1005.7593897,0.2582180718,1011551.95,1654.4741961,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,5,,,,,,,,BA+,27,3583,707339.6,841.03483876,0.2347292321,707339.6,1383.5023098,,
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,0,11,827,91151.55,301.91314976,0.3650703141,91151.55,496.64713136,InSch,143,15225,2072669.5,1439.6768735,0.0945600574,2072669.5,2368.2684569,0.054318555,0.0315072383
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,1,12,1679,358742.5,598.95116662,0.3567308914,358742.5,985.2746691,LTHS,124,18524,3119776.05,1766.2887788,0.09535137,3119776.05,2905.5450411,0.0906391708,0.0512538317
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,2,31,4037,788493.85,887.97176194,0.219958326,788493.85,1460.7135484,HS,777,90275,15438812.35,3929.2254135,0.0435250669,15438812.35,6463.5758052,0.0447189144,0.0158607605
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,3,21,2063,169917.65,412.21068642,0.1998112876,169917.65,678.08657916,SC,466,53532,10664649.65,3265.6775178,0.0610042128,10664649.65,5372.0395167,0.0385376971,0.0120621343
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,4,6,657,80464.1,283.66194669,0.4317533435,80464.1,466.62390231,AA,269,28651,3959841.4,1989.9350241,0.0694542956,3959841.4,3273.4431146,0.0229311368,0.0160743687
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,5,15,1990,278684.6,527.90586282,0.2652793281,278684.6,868.40514434,BA+,743,78831,7702311.05,2775.3037762,0.0352057411,7702311.05,4565.3747118,0.0252438761,0.0109185954
2008,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,0,152,17802,2563228.7,1601.0086508,0.0899342013,2563228.7,2633.6592306,InSch,702,76398,12884686.75,3589.5245855,0.0469845361,12884686.75,5904.7679432,0.2330165711,0.0293943624
