YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2006,44140,"Springfield, MA",25-54,0,141,16080,2352541.9,1533.799824,0.0953855612,2352541.9,2523.1007104,InSch,181,20920,3189434.7,1785.8988493,0.0853680138,3189434.7,2937.8036071,0.7686424474,0.0538039817
2006,44140,"Springfield, MA",25-54,1,100,12942,1931761.05,1389.8780702,0.107392835,1931761.05,2286.3494255,LTHS,187,23956,2896868.6,1702.0189776,0.0710477115,2896868.6,2799.8212181,0.5402404408,0.0715686524
2006,44140,"Springfield, MA",25-54,2,469,51471,5901610.15,2429.3229818,0.0471978975,5901610.15,3996.2363051,HS,611,68961,7122114.85,2668.7290702,0.0386991063,7122114.85,4390.0593204,0.7463783878,0.0331735955
2006,44140,"Springfield, MA",25-54,3,279,26513,3119552.3,1766.2254386,0.0666173363,3119552.3,2905.4408465,SC,349,33981,3626155.1,1904.2465964,0.0560385685,3626155.1,3132.4856511,0.7802301286,0.0462328209
2006,44140,"Springfield, MA",25-54,4,193,19194,2369262.2,1539.2407869,0.0801938516,2369262.2,2532.0510944,AA,228,23696,2587785.75,1608.6596128,0.0678873908,2587785.75,2646.2450631,0.8100101283,0.0568817516
2006,44140,"Springfield, MA",25-54,5,577,56493,7331049.6,2707.5911065,0.0479279045,7331049.6,4453.9873702,BA+,660,65405,7429207.05,2725.6571776,0.0416735292,7429207.05,4483.7060572,0.8637413042,0.033635589
2006,44700,"Stockton-Lodi, CA",16-19,0,87,10128,1506328.85,1227.325894,0.1211814666,1506328.85,2018.9510956,InSch,334,35619,3432583.45,1852.7232524,0.0520150272,3432583.45,3047.7297502,0.2843426261,0.0511947151
2006,44700,"Stockton-Lodi, CA",16-19,1,13,1899,352187.2,593.45362077,0.3125084891,352187.2,976.23120616,LTHS,28,4620,1079305.85,1038.8964578,0.2248693632,1079305.85,1708.9846731,0.411038961,0.146736377
2006,44700,"Stockton-Lodi, CA",16-19,2,22,2227,244864.2,494.8375491,0.2221991689,244864.2,814.00776827,HS,37,3770,353950.9,594.93772783,0.1578084159,353950.9,978.67256229,0.5907161804,0.1520031729
2006,44700,"Stockton-Lodi, CA",20-24,0,69,6877,1149290.1,1072.0494858,0.1558891211,1149290.1,1763.5214041,InSch,122,13479,1651660.85,1285.1695803,0.0953460628,1651660.85,2114.1039595,0.5102010535,0.1035093689
2006,44700,"Stockton-Lodi, CA",20-24,1,41,5727,1819001.45,1348.7036183,0.2354991476,1819001.45,2218.6174521,LTHS,72,9532,2285986.4,1511.9478827,0.1586181161,2285986.4,2487.154267,0.6008182963,0.1720407717
2006,44700,"Stockton-Lodi, CA",20-24,2,78,11026,2545964.75,1595.6079562,0.1447132193,2545964.75,2624.775088,HS,112,15941,1844048.55,1357.957492,0.0851864684,1844048.55,2233.8400743,0.6916755536,0.1331047668
2006,44700,"Stockton-Lodi, CA",20-24,3,36,4395,731740.1,855.41808492,0.1946343765,731740.1,1407.1627497,SC,48,6000,1058822.8,1028.9911564,0.1714985261,1058822.8,1692.6904523,0.7325,0.1109010467
2006,44700,"Stockton-Lodi, CA",20-24,4,10,1295,183804.4,428.72415374,0.3310611226,183804.4,705.2512329,AA,13,1682,258129.4,508.064366,0.3020596706,258129.4,835.76588207,0.7699167658,0.1716180007
2006,44700,"Stockton-Lodi, CA",20-24,5,11,1405,109671,331.16612146,0.2357054245,109671,544.76826979,BA+,12,1668,193192.4,439.53657413,0.2635111356,193192.4,723.03766445,0.8423261391,0.4898834735
2006,44700,"Stockton-Lodi, CA",25-54,0,113,11699,1218931.95,1104.0525123,0.0943715285,1218931.95,1816.1663828,InSch,169,17845,2786271.45,1669.2128235,0.093539525,2786271.45,2745.8550946,0.6555898011,0.013484562
2006,44700,"Stockton-Lodi, CA",25-54,1,268,33109,6927507.95,2632.0159479,0.079495483,6927507.95,4329.6662343,LTHS,478,59390,12239750.05,3498.535415,0.0589078198,12239750.05,5755.0907577,0.557484425,0.0489525586
2006,44700,"Stockton-Lodi, CA",25-54,2,527,62786,10292511.6,3208.1944455,0.0510972899,10292511.6,5277.4798628,HS,715,85581,14219163.55,3770.830618,0.0440615396,14219163.55,6203.0163667,0.73364415,0.0312270614
2006,44700,"Stockton-Lodi, CA",25-54,3,420,42840,4835584.55,2198.9962597,0.0513304449,4835584.55,3617.3488471,SC,536,55105,5468817.3,2338.550256,0.0424380774,5468817.3,3846.9151712,0.7774249161,0.0369284938
2006,44700,"Stockton-Lodi, CA",25-54,4,161,16068,2402570.1,1550.0226127,0.096466431,2402570.1,2549.787198,AA,200,20031,2996428.4,1731.0194684,0.086417027,2996428.4,2847.5270255,0.8021566572,0.0565695154
2006,44700,"Stockton-Lodi, CA",25-54,5,370,34752,5097834.8,2257.8385239,0.0649700312,5097834.8,3714.1443718,BA+,427,39723,5902607.6,2429.528267,0.0611617518,5902607.6,3996.5739992,0.8748583944,0.0315413541
2006,45060,"Syracuse, NY",16-19,0,136,11262,1247485.35,1116.9088369,0.0991749988,1247485.35,1837.3150367,InSch,407,38371,3493180.75,1869.0052836,0.0487087979,3493180.75,3074.5136915,0.2935029058,0.0417098771
2006,45060,"Syracuse, NY",16-19,1,5,398,40683.35,201.7011403,0.5067867847,40683.35,331.7983758,LTHS,13,1194,202245,449.71657741,0.3766470498,202245,739.78376984,0.3333333333,0.1859244993
2006,45060,"Syracuse, NY",16-19,2,13,1184,192532.6,438.78536894,0.3705957508,192532.6,721.80193191,HS,21,1973,220157.45,469.20938823,0.2378151993,220157.45,771.84944363,0.6001013685,0.2805797115
2006,45060,"Syracuse, NY",20-24,0,99,11863,1757528.1,1325.7179564,0.1117523355,1757528.1,2180.8060383,InSch,207,26855,3016847,1736.907309,0.0646772411,3016847,2857.2125233,0.4417426922,0.0662241773
2006,45060,"Syracuse, NY",20-24,1,11,1440,213376.9,461.92737524,0.3207828995,213376.9,759.87053228,LTHS,29,4862,1240784.95,1113.9052698,0.2291043336,1240784.95,1832.3741688,0.2961744138,0.1093916477
2006,45060,"Syracuse, NY",20-24,2,66,9392,1989221.45,1410.3976212,0.1501701045,1989221.45,2320.1040869,HS,82,11047,2353492.8,1534.1097744,0.1388711663,2353492.8,2523.6105789,0.8501855707,0.0799242145
2006,45060,"Syracuse, NY",20-24,3,25,2305,216651.75,465.45864478,0.2019343361,216651.75,765.67947066,SC,31,2779,248690.8,498.68908149,0.1794491117,248690.8,820.34353906,0.8294350486,0.1263507484
2006,45060,"Syracuse, NY",20-24,4,10,1427,236254.9,486.06059293,0.3406170939,236254.9,799.56967537,AA,10,1427,236254.9,486.06059293,0.3406170939,236254.9,799.56967537,1,0
2006,45060,"Syracuse, NY",20-24,5,32,3920,756021.8,869.49514087,0.2218099849,756021.8,1430.3195067,BA+,37,4523,826441.15,909.08808704,0.200992281,826441.15,1495.4499032,0.8666814061,0.1337551301
2006,45060,"Syracuse, NY",25-54,0,122,11592,1903326.8,1379.6111046,0.1190140704,1903326.8,2269.4602671,InSch,178,17275,2855205.85,1689.7354379,0.0978139183,2855205.85,2779.6147953,0.6710274964,0.074839931
2006,45060,"Syracuse, NY",25-54,1,113,10648,1434075.25,1197.5288097,0.1124651399,1434075.25,1969.9348919,LTHS,200,18677,2947127.2,1716.7198956,0.0919162551,2947127.2,2824.0042283,0.5701129732,0.0607773324
2006,45060,"Syracuse, NY",25-54,2,626,59065,4609829.7,2147.0513967,0.0363506543,4609829.7,3531.8995475,HS,833,79219,7124433.3,2669.1634083,0.0336934752,7124433.3,4390.7738066,0.7455913354,0.0167325852
2006,45060,"Syracuse, NY",25-54,3,392,31064,3503946.7,1871.8831961,0.0602589234,3503946.7,3079.2478577,SC,492,40538,4416411.95,2101.5261002,0.0518408925,4416411.95,3457.0104349,0.7662933544,0.0387229708
2006,45060,"Syracuse, NY",25-54,4,296,26882,3267387.05,1807.5915053,0.0672417047,3267387.05,2973.4880262,AA,338,30693,3402376.05,1844.553076,0.060096865,3402376.05,3034.2898099,0.8758348809,0.043457463
2006,45060,"Syracuse, NY",25-54,5,707,62584,6916575.1,2629.9382312,0.0420225334,6916575.1,4326.2483903,BA+,812,71009,7320777.9,2705.6936079,0.0381035307,7320777.9,4450.865985,0.8813530679,0.0256915622
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,0,365,33899,3324494.9,1823.3197471,0.0537868299,3324494.9,2999.3609839,InSch,1022,102538,10228508.7,3198.2039804,0.0311904268,10228508.7,5261.0455477,0.3305993875,0.0238308184
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,1,42,3937,548326.5,740.49071567,0.188085018,548326.5,1218.1072273,LTHS,99,11336,2119844.7,1455.9686466,0.1284376012,2119844.7,2395.0684237,0.3473006351,0.0785000033
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,2,97,11180,1652650.3,1285.5544718,0.1149869832,1652650.3,2114.7371061,HS,133,15465,2073462.55,1439.9522735,0.093110396,2073462.55,2368.7214899,0.7229227287,0.0802381437
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,3,9,1029,195847.3,442.54638175,0.4300742291,195847.3,727.98879798,SC,15,1931,437459,661.40683395,0.3425203697,437459,1088.0142419,0.5328845158,0.2279882602
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,0,355,33993,4104648.5,2025.9932132,0.0596003063,4104648.5,3332.7588357,InSch,526,51859,6646502.1,2578.0810887,0.049713282,6646502.1,4240.9433909,0.6554889219,0.0354487672
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,1,99,12345,1977284.6,1406.1595215,0.113905186,1977284.6,2313.1324129,LTHS,163,20246,2600317.8,1612.5500922,0.0796478362,2600317.8,2652.6449017,0.6097500741,0.0816760307
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,2,269,33411,4781757.25,2186.7229477,0.0654491918,4781757.25,3597.159249,HS,375,46846,8084983,2843.4104523,0.0606969742,8084983,4677.410194,0.7132092388,0.0287255301
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,3,151,15781,2284740.2,1511.5357091,0.0957819979,2284740.2,2486.4762415,SC,178,18159,2438421.9,1561.544716,0.0859928804,2438421.9,2568.7410578,0.8690456523,0.0603041493
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,4,50,6090,941672.75,970.39824299,0.159342897,941672.75,1596.3051097,AA,55,6690,1086483.55,1042.3452163,0.1558064598,1086483.55,1714.6578809,0.9103139013,0.0499917414
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,5,105,10893,1566053.45,1251.4205728,0.1148830049,1566053.45,2058.5868422,BA+,115,11795,1893743.4,1376.1334964,0.1166709196,1893743.4,2263.7396016,0.9235269182,0.2487514121
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,0,542,51320,6391441.7,2528.1300797,0.0492620826,6391441.7,4158.7739811,InSch,718,70407,9597866.25,3098.0423254,0.0440019078,9597866.25,5096.2796253,0.7289047964,0.0265579038
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,1,666,74056,13908546.45,3729.4163685,0.0503594087,13908546.45,6134.8899263,LTHS,1035,113863,22146628.75,4706.0204791,0.0413305506,22146628.75,7741.4036882,0.6503956509,0.0307837012
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,2,2330,250202,28241335.05,5314.2577139,0.021239869,28241335.05,8741.9539394,HS,3056,328690,23062077.95,4802.2992358,0.0146104209,23062077.95,7899.7822429,0.7612096504,0.0193043514
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,3,1755,155546,20518551.65,4529.7407928,0.0291215511,20518551.65,7451.4236042,SC,2234,198878,26621197.9,5159.5734223,0.0259434096,26621197.9,8487.4982797,0.7821176802,0.017020107
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,4,911,89968,11983958.3,3461.7854208,0.0384779635,11983958.3,5694.6370173,AA,1099,108300,13077742.85,3616.3161988,0.0333916547,13077742.85,5948.8401471,0.8307294552,0.0261276016
2006,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,5,2684,236511,26676191.9,5164.8999894,0.0218378849,26676191.9,8496.2604825,BA+,3143,276349,31304303.95,5595.0249285,0.0202462282,31304303.95,9203.8160073,0.8558417074,0.0115224048
2006,45780,"Toledo, OH",16-19,0,132,13211,1668070.5,1291.5380366,0.0977623221,1668070.5,2124.5800702,InSch,339,34161,2825904,1681.0425337,0.0492094064,2825904,2765.3149679,0.3867275548,0.0537397421
2006,45780,"Toledo, OH",16-19,1,,,,,,,,LTHS,20,2432,367758.15,606.4306638,0.2493547137,367758.15,997.57844196,,
2006,45780,"Toledo, OH",16-19,2,19,2254,358671.65,598.89201865,0.2657018716,358671.65,985.17737068,HS,25,2722,437245.35,661.24530244,0.2429262683,437245.35,1087.7485225,0.8280675974,0.1466110924
2006,45780,"Toledo, OH",16-19,3,,,,,,,,SC,5,524,88680.75,297.7931329,0.5683075055,88680.75,489.86970361,,
2006,45780,"Toledo, OH",20-24,0,137,18648,3942412.15,1985.550843,0.1064752704,3942412.15,3266.2311367,InSch,200,26855,4838958.75,2199.7633395,0.0819126174,4838958.75,3618.6106935,0.6943958295,0.0777028828
2006,45780,"Toledo, OH",20-24,1,15,1324,184195.6,429.18014866,0.3241541908,184195.6,706.00134454,LTHS,35,3323,448168.95,669.454218,0.2014607939,448168.95,1101.2521886,0.398435149,0.1664439487
2006,45780,"Toledo, OH",20-24,2,61,5982,784084.95,885.48571417,0.1480250274,784084.95,1456.6239998,HS,92,9602,1271607.95,1127.6559537,0.1174396952,1271607.95,1854.9940439,0.6229952093,0.0923444116
2006,45780,"Toledo, OH",20-24,3,46,4872,706454.65,840.50856629,0.1725181786,706454.65,1382.6365915,SC,54,5476,738200.1,859.18571916,0.1569002409,738200.1,1413.360508,0.8897005113,0.1049773307
2006,45780,"Toledo, OH",20-24,4,9,1616,392113.9,626.18998714,0.3874938039,392113.9,1030.0825289,AA,10,1700,401502.6,633.64232813,0.3727307813,401502.6,1042.3416298,0.9505882353,0.1656597249
2006,45780,"Toledo, OH",20-24,5,21,2878,597795.25,773.17219945,0.2686491311,597795.25,1271.8682681,BA+,23,2999,608380.05,779.98721143,0.2600824313,608380.05,1283.0789628,0.9596532177,0.1062440506
2006,45780,"Toledo, OH",25-54,0,141,14915,2295173.95,1514.9831517,0.1015744654,2295173.95,2492.1472846,InSch,190,20057,3274700.3,1809.6133012,0.090223528,3274700.3,2976.8138805,0.7436306526,0.0570769923
2006,45780,"Toledo, OH",25-54,1,104,11196,1642987.65,1281.7907981,0.114486495,1642987.65,2108.5458628,LTHS,197,21402,2478971.95,1574.4751348,0.073566729,2478971.95,2590.0115967,0.5231286796,0.0754886041
2006,45780,"Toledo, OH",25-54,2,596,58858,10888231.8,3299.73208,0.0560625927,10888231.8,5428.0592717,HS,800,81125,10892260.2,3300.3424368,0.0406821872,10892260.2,5429.0633085,0.7255223421,0.0460377782
2006,45780,"Toledo, OH",25-54,3,410,39315,5963423.35,2442.0121519,0.0621140062,5963423.35,4017.1099899,SC,501,48055,7331026,2707.5867484,0.056343497,7331026,4453.9802011,0.818125065,0.0351863287
2006,45780,"Toledo, OH",25-54,4,186,16713,2056523.4,1434.058367,0.0858049642,2056523.4,2359.0260137,AA,218,20197,2543923.05,1594.9680404,0.0789705422,2543923.05,2623.7224265,0.8274991335,0.0456804817
2006,45780,"Toledo, OH",25-54,5,513,48663,4643738.3,2154.9334793,0.0442827914,4643738.3,3544.8655734,BA+,577,55116,4366670.85,2089.6580701,0.0379138194,4366670.85,3437.4875253,0.8829196604,0.033231406
2006,46060,"Tucson, AZ",16-19,0,135,12094,1727089.15,1314.1876388,0.1086644319,1727089.15,2161.8386658,InSch,423,42767,3850584.85,1962.290715,0.0458832912,3850584.85,3227.9682261,0.282788131,0.0458218887
2006,46060,"Tucson, AZ",16-19,1,22,2993,645216.95,803.25397603,0.2683775396,645216.95,1321.3527906,LTHS,44,5423,1014281.95,1007.1156587,0.1857119046,1014281.95,1656.7052586,0.5519085377,0.1759001545
2006,46060,"Tucson, AZ",16-19,2,29,3300,476195.85,690.06945303,0.2091119555,476195.85,1135.1642502,HS,37,4436,627747.15,792.30496023,0.1786079712,627747.15,1303.3416596,0.7439134355,0.13308394
2006,46060,"Tucson, AZ",16-19,3,5,539,82905.25,287.93271784,0.5341979923,82905.25,473.64932084,SC,7,807,131932.55,363.22520562,0.4500931916,131932.55,597.50546325,0.667905824,0.3161209827
2006,46060,"Tucson, AZ",20-24,0,152,15836,1927133.45,1388.2123217,0.0876618036,1927133.45,2283.6092691,InSch,241,26941,3021420.75,1738.2234465,0.0645196335,3021420.75,2859.3775695,0.5878029769,0.0573826452
2006,46060,"Tucson, AZ",20-24,1,38,4995,1075264.9,1036.9498059,0.2075975587,1075264.9,1705.7824307,LTHS,69,8052,1278016.35,1130.4938523,0.1403991371,1278016.35,1859.662387,0.620342772,0.1560503421
2006,46060,"Tucson, AZ",20-24,2,87,11093,1272620.05,1128.1046272,0.1016951796,1272620.05,1855.7321118,HS,127,16369,1958005.6,1399.287533,0.0854839962,1958005.6,2301.8279918,0.677683426,0.0614085569
2006,46060,"Tucson, AZ",20-24,3,59,6903,936875.4,967.92324076,0.1402177663,936875.4,1592.233731,SC,84,9907,1808102.85,1344.6571496,0.1357279852,1808102.85,2211.9610111,0.6967800545,0.0403446592
2006,46060,"Tucson, AZ",20-24,4,6,825,221121.7,470.23579192,0.5699827781,221121.7,773.5378777,AA,8,933,225980.4,475.37395806,0.5095112091,225980.4,781.99016101,0.884244373,0.3716412734
2006,46060,"Tucson, AZ",20-24,5,39,3733,717937.45,847.31189653,0.2269788097,717937.45,1393.8280698,BA+,43,4147,779288.85,882.77338542,0.2128703606,779288.85,1452.162219,0.9001687967,0.1166490974
2006,46060,"Tucson, AZ",25-54,0,254,27565,3569563,1889.3287168,0.0685408568,3569563,3107.9457391,InSch,329,36044,4943951.85,2223.4999101,0.0616884893,4943951.85,3657.657352,0.7647597381,0.0375807695
2006,46060,"Tucson, AZ",25-54,1,221,27791,4321841.35,2078.9038819,0.0748049326,4321841.35,3419.7968857,LTHS,353,43854,6811288,2609.8444398,0.0595121184,6811288,4293.1941035,0.6337164227,0.0472465547
2006,46060,"Tucson, AZ",25-54,2,548,66137,10654218.05,3264.0799699,0.0493533116,10654218.05,5369.4115505,HS,761,91664,12253302.75,3500.4717896,0.0381880759,12253302.75,5758.2760939,0.721515535,0.0371066929
2006,46060,"Tucson, AZ",25-54,3,591,59051,9928116.8,3150.8914294,0.0533588158,9928116.8,5183.2164014,SC,767,75999,11209086.05,3347.9973193,0.044053176,11209086.05,5507.4555902,0.7769970658,0.0384826182
2006,46060,"Tucson, AZ",25-54,4,228,22679,3550445.65,1884.2626277,0.0830840261,3550445.65,3099.6120225,AA,294,28933,3837003.85,1958.8271618,0.0677021796,3837003.85,3222.2706812,0.783845436,0.0620985385
2006,46060,"Tucson, AZ",25-54,5,883,79792,7480805.1,2735.1060491,0.0342779483,7480805.1,4499.2494508,BA+,1034,93552,9152223.75,3025.2642447,0.0323377827,9152223.75,4976.5596825,0.8529160253,0.0159507084
2006,46140,"Tulsa, OK",16-19,0,160,16842,1648234.5,1283.835854,0.0762282303,1648234.5,2111.9099798,InSch,431,46837,5770140.95,2402.1117688,0.0512866274,5770140.95,3951.4738597,0.3595875056,0.0333590036
2006,46140,"Tulsa, OK",16-19,1,7,938,183387.45,428.23760928,0.4565432935,183387.45,704.45086726,LTHS,22,2563,340751.55,583.73928256,0.2277562554,340751.55,960.25111981,0.3659773703,0.2382094406
2006,46140,"Tulsa, OK",16-19,2,24,3045,527345.2,726.18537578,0.2384845241,527345.2,1194.5749432,HS,35,4956,905165.75,951.4019918,0.191969732,905165.75,1565.0562765,0.6144067797,0.143014788
2006,46140,"Tulsa, OK",16-19,3,,,,,,,,SC,5,678,127364.3,356.88135283,0.5263736767,127364.3,587.06982541,,
2006,46140,"Tulsa, OK",20-24,0,138,17397,2852353.35,1688.8911599,0.0970794482,2852353.35,2778.225958,InSch,236,30806,5543918.75,2354.5527707,0.0764316293,5543918.75,3873.2393078,0.5647276505,0.0556039507
2006,46140,"Tulsa, OK",20-24,1,29,3399,645241.1,803.26900849,0.2363250981,645241.1,1321.377519,LTHS,59,8022,2013193.35,1418.8704486,0.176872407,2013193.35,2334.041888,0.4237097981,0.1092443572
2006,46140,"Tulsa, OK",20-24,2,94,12404,2617337.9,1617.8188712,0.1304271905,2617337.9,2661.3120431,HS,127,16891,3394999.7,1842.5524959,0.1090848674,3394999.7,3030.9988557,0.734355574,0.0863687898
2006,46140,"Tulsa, OK",20-24,3,61,6915,1121924.45,1059.2093514,0.1531756112,1121924.45,1742.399383,SC,71,8172,1481910.8,1217.3375867,0.1489644624,1481910.8,2002.5203301,0.8461820852,0.0496517074
2006,46140,"Tulsa, OK",20-24,4,10,1701,446738.6,668.38506865,0.3929365483,446738.6,1099.4934379,AA,10,1701,446738.6,668.38506865,0.3929365483,446738.6,1099.4934379,1,0
2006,46140,"Tulsa, OK",20-24,5,21,3012,754283.25,868.49481864,0.2883448933,754283.25,1428.6739767,BA+,23,3131,772355.95,878.83784056,0.2806891857,772355.95,1445.6882477,0.9619929735,0.1044478749
2006,46140,"Tulsa, OK",25-54,0,177,22587,3951325.85,1987.7942172,0.0880061193,3951325.85,3269.9214873,InSch,244,32151,5722990.95,2392.2773564,0.0744075567,5722990.95,3935.2962513,0.7025286927,0.0543109962
2006,46140,"Tulsa, OK",25-54,1,205,26339,6421886.45,2534.1441257,0.0962126172,6421886.45,4168.6670868,LTHS,360,45691,10620509.55,3258.9123262,0.0713250383,10620509.55,5360.9107766,0.5764592589,0.0612325102
2006,46140,"Tulsa, OK",25-54,2,768,92372,17730918.75,4210.8097499,0.0455853478,17730918.75,6926.7820386,HS,996,118571,21100127.95,4593.4875585,0.0387403965,21100127.95,7556.2870337,0.7790437797,0.0307888196
2006,46140,"Tulsa, OK",25-54,3,552,61036,12579308.65,3546.7321086,0.0581088556,12579308.65,5834.3743186,SC,674,73761,14875891.15,3856.9276828,0.0522895254,14875891.15,6344.6460381,0.8274833584,0.0345019008
2006,46140,"Tulsa, OK",25-54,4,220,24579,4311811.25,2076.4901276,0.0844822868,4311811.25,3415.8262599,AA,278,32056,5433507.35,2330.988492,0.0727161371,5433507.35,3834.4760694,0.7667519341,0.0542452932
2006,46140,"Tulsa, OK",25-54,5,786,89041,13059512.4,3613.7947368,0.0405857384,13059512.4,5944.6923421,BA+,886,100425,14379227.75,3791.9952202,0.0377594744,14379227.75,6237.8321372,0.8866417725,0.0217033457
2006,46520,"Urban Honolulu, HI",16-19,0,94,9609,1198399.75,1094.7144605,0.1139259507,1198399.75,1800.8052875,InSch,329,37107,3104944.9,1762.0853839,0.0474866032,3104944.9,2898.6304564,0.2589538362,0.0441133039
2006,46520,"Urban Honolulu, HI",16-19,1,,,,,,,,LTHS,19,2410,594243.25,770.87174679,0.3198637953,594243.25,1268.0840235,,
2006,46520,"Urban Honolulu, HI",16-19,2,27,2507,178727.35,422.76157583,0.1686324594,178727.35,695.44279224,HS,41,4382,327697.6,572.448775,0.130636416,327697.6,941.67823488,0.5721131903,0.1003570361
2006,46520,"Urban Honolulu, HI",16-19,3,6,492,44276.6,210.42005608,0.4276830408,44276.6,346.14099225,SC,6,492,44276.6,210.42005608,0.4276830408,44276.6,346.14099225,1,0
2006,46520,"Urban Honolulu, HI",20-24,0,104,12120,1728417.75,1314.693025,0.1084730219,1728417.75,2162.6700261,InSch,174,20593,2247373,1499.1240776,0.0727977506,2247373,2466.0591076,0.5885495071,0.0778567799
2006,46520,"Urban Honolulu, HI",20-24,1,10,1078,109954.95,331.59455665,0.3076016295,109954.95,545.47304569,LTHS,16,1810,198862.8,445.94035476,0.2463758866,198862.8,733.57188357,0.5955801105,0.1804343376
2006,46520,"Urban Honolulu, HI",20-24,2,93,10793,1891900.45,1375.4637218,0.1274403522,1891900.45,2262.6378224,HS,134,16204,2740539.75,1655.4575651,0.102163513,2740539.75,2723.2276947,0.6660701061,0.0834712323
2006,46520,"Urban Honolulu, HI",20-24,3,46,5200,874070.2,934.91721559,0.1797917722,874070.2,1537.9388196,SC,66,6954,1128545.7,1062.3303159,0.1527653603,1128545.7,1747.5333696,0.747771067,0.1166170064
2006,46520,"Urban Honolulu, HI",20-24,4,13,1341,149006,386.01295315,0.2878545512,149006,634.99130793,AA,18,1863,300178.2,547.88520695,0.2940876044,300178.2,901.27116544,0.7198067633,0.4872721114
2006,46520,"Urban Honolulu, HI",20-24,5,28,3299,382938.25,618.82004654,0.1875780681,382938.25,1017.9589766,BA+,32,3565,399375.9,631.96194506,0.1772684278,399375.9,1039.5773996,0.9253856942,0.0933610074
2006,46520,"Urban Honolulu, HI",25-54,0,190,20923,3731437.75,1931.6929751,0.0923239007,3731437.75,3177.634944,InSch,268,28972,5553505.5,2356.5876814,0.0813401795,5553505.5,3876.5867359,0.7221800359,0.0518849176
2006,46520,"Urban Honolulu, HI",25-54,1,117,13281,3501667.7,1871.2743519,0.1408986034,3501667.7,3078.2463088,LTHS,198,23526,7222204.15,2687.4158871,0.1142317388,7222204.15,4420.7991342,0.564524356,0.0765976807
2006,46520,"Urban Honolulu, HI",25-54,2,589,67631,11057122.15,3325.2251277,0.0491671737,11057122.15,5469.9953351,HS,820,96903,16500941.65,4062.1351098,0.0419196011,16500941.65,6682.2122556,0.6979247289,0.0294983985
2006,46520,"Urban Honolulu, HI",25-54,3,486,50096,7504861.1,2739.5001551,0.0546850079,7504861.1,4506.4777552,SC,625,63507,9944652.4,3153.5142936,0.0496561685,9944652.4,5187.531013,0.7888264286,0.0297241265
2006,46520,"Urban Honolulu, HI",25-54,4,252,29461,4099111.45,2024.6262495,0.0687222514,4099111.45,3330.5101804,AA,313,36344,4258571.6,2063.630684,0.0567805053,4258571.6,3394.6724752,0.8106152322,0.0516227591
2006,46520,"Urban Honolulu, HI",25-54,5,935,97222,17223239.75,4150.0891255,0.0426867286,17223239.75,6826.8966115,BA+,1059,110249,17743993.3,4212.3619621,0.0382077113,17743993.3,6929.3354277,0.8818401981,0.027612549
2006,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,0,273,26848,3014063,1736.1056995,0.0646642469,3014063,2855.8938758,InSch,740,74445,6842183.05,2615.7566878,0.0351367679,6842183.05,4302.9197515,0.3606420848,0.0322049753
2006,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,1,30,3845,635156.7,796.96718879,0.2072736512,635156.7,1311.0110256,LTHS,48,5740,862941.6,928.94650007,0.1618373694,862941.6,1528.1169926,0.6698606272,0.1427020633
2006,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,2,62,5989,813645.55,902.02303186,0.1506132964,813645.55,1483.8278874,HS,85,8916,1309963.9,1144.5365438,0.1283688362,1309963.9,1882.7626145,0.671713773,0.0870460935
2006,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,3,13,1369,123390.1,351.26926993,0.2565882176,123390.1,577.83794904,SC,13,1369,123390.1,351.26926993,0.2565882176,123390.1,577.83794904,1,0
2006,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,0,240,24371,2258766.9,1502.9194589,0.0616683541,2258766.9,2472.3025099,InSch,344,35091,4267044.8,2065.6826475,0.0588664514,4267044.8,3398.0479551,0.6945085634,0.0209955023
